,district,area,year,rooms,value,floor,elevator,parking,warehouse
8863, دریاچه شهدای خلیج فارس ,۹۶,۱۴۰۰,۲,۳٬۸۰۰٬۰۰۰٬۰۰۰,۶,"(True,)","(True,)",True
8864, سازمان برنامه ,۱۰۵,۱۳۹۳,۲,۷٬۵۰۰٬۰۰۰٬۰۰۰,۲ از ۵,"(True,)","(True,)",True
8865, دریاچه شهدای خلیج فارس ,۱۱۴,۱۳۹۳,۲,۶٬۵۰۰٬۰۰۰٬۰۰۰,۱۳,"(True,)","(True,)",True
8866, نیاوران ,۱۱۹,۱۳۹۱,۳,۱۳٬۱۰۰٬۰۰۰٬۰۰۰,۵,"(True,)","(True,)",True
8867, شهرک غرب ,۱۵۲,۱۳۹۰,۳,۱۷٬۳۰۰٬۰۰۰٬۰۰۰,۳ از ۴,"(True,)","(True,)",True
8868, بریانک ,۴۰,۱۳۹۹,۱,۱٬۶۰۰٬۰۰۰٬۰۰۰,۳ از ۵,"(True,)",False,False
8869, شهرک راه‌آهن ,۷۶,۱۳۸۷,۲,۳٬۴۰۰٬۰۰۰٬۰۰۰,۳ از ۴,False,"(True,)",True
8870, کوی فردوس ,۱۳۱,۱۴۰۰,۳,۱۲٬۵۰۰٬۰۰۰٬۰۰۰,۴,"(True,)","(True,)",True
8871, فرمانیه,۱۳۶,۱۳۸۴,۳,۱۲٬۹۰۰٬۰۰۰٬۰۰۰,۳ از ۵,"(True,)","(True,)",True
8872, زعفرانیه ,۲۰۶,۱۴۰۱,۳,۴۷٬۰۰۰٬۰۰۰٬۰۰۰,۴,"(True,)","(True,)",True
8873, جنت‌آباد جنوبی ,۱۰۵,۱۳۹۹,۲,۶٬۷۰۰٬۰۰۰٬۰۰۰,۳,"(True,)","(True,)",True
8874, جی ,۶۱,۱۳۸۷,۱,۲٬۰۰۰٬۰۰۰٬۰۰۰,۳,False,False,False
8875, جردن ,۲۲۲,قبل از ۱۳۷۰,۳,۱۶٬۰۰۰٬۰۰۰٬۰۰۰,۲ از ۴,"(True,)","(True,)",True
8876, حکمت ,۱۲۵,۱۳۸۸,۲,۱۰٬۵۰۰٬۰۰۰٬۰۰۰,۳,"(True,)","(True,)",True
8877, شهرک محلاتی ,۱۰۸,۱۳۹۹,۲,۹٬۱۰۰٬۰۰۰٬۰۰۰,۵,"(True,)","(True,)",True
8878, جنت‌آباد مرکزی,۶۲,۱۳۸۳,۲,۳٬۷۰۰٬۰۰۰٬۰۰۰,۱,False,"(True,)",True
8879, کوی فردوس ,۱۰۰,۱۳۸۶,۲,۵٬۶۰۰٬۰۰۰٬۰۰۰,۱,"(True,)","(True,)",True
8880, پاسداران ,۹۲,۱۳۸۸,۲,۶٬۸۰۰٬۰۰۰٬۰۰۰,۱ از ۴,"(True,)","(True,)",True
8881, جیحون ,۵۵,۱۳۸۴,۲,۱٬۹۲۰٬۰۰۰٬۰۰۰,۲ از ۴,False,False,False
8882, جیحون ,۶۷,۱۳۹۶,۱,۲٬۵۰۰٬۰۰۰٬۰۰۰,۲ از ۴,"(True,)",False,False
8883, دریاچه شهدای خلیج فارس ,۱۱۰,۱۴۰۰,۲,۵٬۵۶۰٬۰۰۰٬۰۰۰,۱۰,"(True,)","(True,)",True
8884, پیروزی ,۷۳,۱۳۸۶,۲,۳٬۲۵۰٬۰۰۰٬۰۰۰,۱,"(True,)",False,False
8885, دریاچه شهدای خلیج فارس ,۹۰,۱۳۹۷,۲,۴٬۸۰۰٬۰۰۰٬۰۰۰,۷,"(True,)","(True,)",True
8886, حسین‌آباد ,۷۵,۱۴۰۱,۲,۶٬۳۰۰٬۰۰۰٬۰۰۰,۱,"(True,)","(True,)",True
8887, پونک,۷۵,۱۳۹۹,۲,۸٬۵۰۰٬۰۰۰٬۰۰۰,۳,"(True,)","(True,)",True
8888, پونک,۶۳,۱۳۹۹,۱,۷٬۰۰۰٬۰۰۰٬۰۰۰,۳,"(True,)","(True,)",True
8889, طرشت ,۱۵۰,۱۴۰۱,۳,۸٬۳۵۰٬۰۰۰٬۰۰۰,۱ از ۵,"(True,)","(True,)",True
8890, جی ,۵۴,۱۳۸۴,۱,۱٬۷۰۰٬۰۰۰٬۰۰۰,همکف,False,"(True,)",True
8891, الهیه ,۱۹۰,۱۳۷۹,۳,۲۶٬۷۰۰٬۰۰۰٬۰۰۰,۱,False,"(True,)",True
8892, تهرانپارس غربی ,۱۸۸,۱۳۸۶,۳,۱۲٬۲۵۰٬۰۰۰٬۰۰۰,۳ از ۵,"(True,)","(True,)",True
8893, اختیاریه ,۱۳۰,۱۳۹۷,۲,۱۲٬۵۰۰٬۰۰۰٬۰۰۰,۵ از ۵,"(True,)","(True,)",True
8894, جیحون ,۶۴,۱۳۷۹,۱,۱٬۵۵۰٬۰۰۰٬۰۰۰,۴ از ۴,False,False,False
8895, استاد معین ,۷۰,۱۳۹۹,۲,۳٬۱۰۰٬۰۰۰٬۰۰۰,۴ از ۵,"(True,)",False,False
8896, تهرانپارس شرقی,۲۴۰,۱۳۸۳,۲,۱۷۰,مشاور املاک,"(True,)","(True,)",True
8897, امیرآباد ,۱۴۵,۱۴۰۱,۳,۱۳٬۸۰۰٬۰۰۰٬۰۰۰,۴,"(True,)","(True,)",True
8898, هروی ,۱۰۰,۱۳۹۵,۲,۹٬۹۰۰٬۰۰۰٬۰۰۰,۳,"(True,)","(True,)",True
8899, شهرک غرب ,۲۶۵,۱۳۸۶,۴,۷۸۰,املاک دادمان,"(True,)","(True,)",True
8900, اختیاریه ,۱۱۰,۱۴۰۱,۲,۱۳٬۷۵۰٬۰۰۰٬۰۰۰,۲,"(True,)","(True,)",True
8901, دریاچه شهدای خلیج فارس ,۱۰۴,۱۴۰۱,۲,۱٬۶۵۰٬۰۰۰٬۰۰۰,۵ از ۱۵,"(True,)","(True,)",True
8902, گیشا (کوی نصر) ,۲۱۰,۱۳۹۸,۴,۲۵٬۰۰۰٬۰۰۰٬۰۰۰,۴,"(True,)","(True,)",True
8903, گیشا (کوی نصر) ,۱۵۲,۱۳۹۹,۳,۱۵٬۵۰۰٬۰۰۰٬۰۰۰,۳ از ۵,"(True,)","(True,)",True
8904, شهران شمالی ,۵۶,۱۴۰۱,۱,۳٬۹۵۰٬۰۰۰٬۰۰۰,۳ از ۵,"(True,)","(True,)",True
8905, ستارخان ,۸۵,۱۳۹۹,۲,۵٬۶۰۰٬۰۰۰٬۰۰۰,۵,"(True,)","(True,)",True
8906, جنت‌آباد مرکزی ,۱۳۵,۱۳۹۵,۳,۹٬۵۰۰٬۰۰۰٬۰۰۰,۳ از ۵,"(True,)","(True,)",True
8907, چیتگر ,۱۰۸,۱۳۹۸,۲,۴٬۸۵۰٬۰۰۰٬۰۰۰,۶,"(True,)","(True,)",True
8908, چیتگر ,۱۳۲,۱۳۹۳,۳,۶٬۱۵۰٬۰۰۰٬۰۰۰,۶,"(True,)","(True,)",True
8909, چیتگر ,۸۹,۱۳۹۵,۲,۴٬۵۰۰٬۰۰۰٬۰۰۰,۶,"(True,)","(True,)",True
8910, آبشار تهران ,۱۱۲,۱۴۰۰,۲,۵٬۰۴۰٬۰۰۰٬۰۰۰,۲,"(True,)","(True,)",True
8911, دکتر هوشیار ,۷۲,۱۳۸۶,۲,۲٬۹۸۰٬۰۰۰٬۰۰۰,۴,False,"(True,)",True
8912, ستارخان ,۱۴۷,۱۳۸۱,۳,۷٬۲۵۰٬۰۰۰٬۰۰۰,۳ از ۵,"(True,)","(True,)",True
8913, پیروزی ,۱۲۱,۱۴۰۰,۳,۶٬۲۵۰٬۰۰۰٬۰۰۰,۵ از ۵,"(True,)","(True,)",True
8914, مرزداران ,۶۰,۱۳۸۱,۱,۴٬۴۰۰٬۰۰۰٬۰۰۰,۴,"(True,)","(True,)",True
8915, شبیری,۶۹,۱۳۸۷,۲,۲٬۰۲۰٬۰۰۰٬۰۰۰,۱ از ۴,False,False,False
8916, قلهک ,۱۴۰,۱۳۸۲,۳,۱۰٬۵۰۰٬۰۰۰٬۰۰۰,۳,"(True,)","(True,)",True
8917, استاد معین ,۶۹,۱۳۹۶,۱,۳٬۱۵۰٬۰۰۰٬۰۰۰,۱ از ۶,"(True,)","(True,)",True
8918, سهروردی ,۱۴۷,۱۳۹۴,۳,۱۱٬۵۰۰٬۰۰۰٬۰۰۰,۲,"(True,)","(True,)",True
8919, امیریه ,۶۳,۱۳۹۱,۱,۱٬۵۷۰٬۰۰۰٬۰۰۰,۴,"(True,)",False,False
8920, سعادت‌آباد ,۱۲۵,۱۳۸۶,۳,۹٬۴۰۰٬۰۰۰٬۰۰۰,۲ از ۴,"(True,)","(True,)",True
8921, جنت‌آباد مرکزی ,۱۲۴,۱۳۹۵,۳,۹٬۶۷۲٬۰۰۰٬۰۰۰,۶,"(True,)","(True,)",True
8922, یافت‌آباد ,۸۲,۱۳۹۳,۲,۱٬۶۵۰٬۰۰۰٬۰۰۰,۴,"(True,)",False,False
8923, شهر زیبا ,۹۰,۱۴۰۱,۲,۴٬۷۰۰٬۰۰۰٬۰۰۰,۴,"(True,)","(True,)",True
8924, دروس ,۱۶۱,۱۳۹۱,۳,۲۱٬۰۰۰٬۰۰۰٬۰۰۰,۳,"(True,)","(True,)",True
8925, جیحون ,۷۱,۱۴۰۰,۱,۳٬۳۰۰٬۰۰۰٬۰۰۰,۵ از ۵,"(True,)","(True,)",True
8926, نیاوران ,۷۳,۱۳۸۰,۱,۷۳,املاک هارمونی,False,"(True,)",True
8927, سلسبیل ,۷۰,۱۳۹۵,۲,۳٬۱۵۰٬۰۰۰٬۰۰۰,۵ از ۶,"(True,)","(True,)",True
8928, سوهانک ,۶۸,۱۳۹۰,۲,۵٬۳۰۰٬۰۰۰٬۰۰۰,۳,"(True,)","(True,)",True
8929, نیاوران,۱۶۵,۱۳۸۵,۳,۱۸٬۴۰۰٬۰۰۰٬۰۰۰,۶,"(True,)","(True,)",True
8930, نیاوران ,۲۶۰,۱۴۰۰,۳,۴۰٬۰۰۰٬۰۰۰٬۰۰۰,۵,"(True,)","(True,)",True
8931, نیاوران ,۱۷۰,۱۳۹۳,۳,۲۱٬۰۰۰٬۰۰۰٬۰۰۰,۵,"(True,)","(True,)",True
8932, نیاوران ,۲۲۰,۱۳۹۵,۳,۲۶٬۴۰۰٬۰۰۰٬۰۰۰,۴,"(True,)","(True,)",True
8933, الهیه ,۱۴۷,۱۴۰۱,۳,۲۵٬۰۰۰٬۰۰۰٬۰۰۰,۲,"(True,)","(True,)",True
8934, جیحون ,۴۵,۱۳۸۹,۱,۲٬۲۵۰٬۰۰۰٬۰۰۰,۱,False,"(True,)",True
8935, سلسبیل ,۶۱,۱۳۸۸,۱,۲٬۳۰۰٬۰۰۰٬۰۰۰,۲,"(True,)",False,False
8936, شهر زیبا ,۵۹,۱۳۹۲,۱,۳٬۷۰۰٬۰۰۰٬۰۰۰,۵,"(True,)","(True,)",True
8937, جنت‌آباد جنوبی ,۶۱,۱۴۰۰,۱,۵٬۱۵۰٬۰۰۰٬۰۰۰,۵,"(True,)","(True,)",True
8938, چیتگر ,۹۳,۱۴۰۱,۲,۱٬۱۶۲٬۵۰۰٬۰۰۰,۱۱,"(True,)","(True,)",True
8939, اقدسیه,۱۰۷,۱۴۰۱,۲,۱۰٬۷۰۰٬۰۰۰٬۰۰۰,۱,"(True,)","(True,)",True
8940, پیروزی ,۶۷,۱۴۰۰,۲,۳٬۵۵۰٬۰۰۰٬۰۰۰,۳,"(True,)","(True,)",True
8941, سلسبیل ,۴۸,۱۳۸۰,۱,۱٬۷۱۰٬۰۰۰٬۰۰۰,۲,False,False,False
8942, سلیمانی ,۴۶,۱۳۷۶,۱,۱٬۴۸۵٬۰۰۰٬۰۰۰,۱,False,False,False
8943, امامزاده حسن(ع) ,۴۷,۱۳۸۰,۱,۱٬۱۸۰٬۰۰۰٬۰۰۰,۳,False,False,False
8944, نیاوران ,۹۰,۱۳۹۷,۲,۸٬۰۰۰٬۰۰۰٬۰۰۰,۴,"(True,)","(True,)",True
8945, کامرانیه ,۱۰۰,۱۳۸۶,۳,۱۱٬۷۰۰٬۰۰۰٬۰۰۰,۱,"(True,)","(True,)",True
8946, شهرک غرب ,۱۳۳,۱۴۰۰,۳,۱۶٬۳۶۰٬۰۰۰٬۰۰۰,۲ از ۵,"(True,)","(True,)",True
8947, آبشار تهران,۱۰۵,۱۳۹۲,۲,۴٬۶۰۰٬۰۰۰٬۰۰۰,۱ از ۴,"(True,)","(True,)",True
8948, پونک ,۷۷,۱۳۸۶,۲,۴٬۴۵۰٬۰۰۰٬۰۰۰,۲,False,"(True,)",True
8949, اقدسیه ,۱۳۴,۱۳۸۶,۳,۷٬۳۵۰٬۰۰۰٬۰۰۰,۳ از ۴,False,"(True,)",True
8950, سهروردی ,۸۰,۱۳۸۵,۲,۵٬۵۰۰٬۰۰۰٬۰۰۰,۵ از ۵,"(True,)","(True,)",True
8951, آذربایجان ,۶۱,۱۳۸۳,۲,۲٬۷۰۰٬۰۰۰٬۰۰۰,۲ از ۴,False,"(True,)",True
8952, شهرآرا,۱۴۵,۱۳۹۶,۳,۱۰٬۸۷۵٬۰۰۰٬۰۰۰,۱,"(True,)","(True,)",True
8953, نواب ,۴۸,۱۳۹۴,۱,۱٬۹۰۰٬۰۰۰٬۰۰۰,۱ از ۴,"(True,)","(True,)",True
8954, محمودیه ,۱۵۵,۱۴۰۱,۳,۲۶٬۰۰۰٬۰۰۰٬۰۰۰,۴,"(True,)","(True,)",True
8955, پرستار ,۱۱۸,۱۴۰۰,۲,۸٬۹۶۸٬۰۰۰٬۰۰۰,۵ از ۷,"(True,)","(True,)",True
8956, مرزداران ,۱۶۱,۱۴۰۱,۳,۱۷٬۰۰۰٬۰۰۰٬۰۰۰,۲,"(True,)","(True,)",True
8957, تهران‌سر ,۵۲,۱۳۸۳,۱,۲٬۴۵۰٬۰۰۰٬۰۰۰,۲,False,False,False
8958, سهروردی,۱۱۷,۱۴۰۱,۲,۱۱٬۶۵۰٬۰۰۰٬۰۰۰,۲,"(True,)","(True,)",True
8959, نواب ,۵۰,۱۳۸۸,۱,۲٬۴۵۰٬۰۰۰٬۰۰۰,۱ از ۴,False,"(True,)",True
8960, کوهک ,۱۰۰,۱۳۹۶,۲,۵٬۱۰۰٬۰۰۰٬۰۰۰,۱۳,"(True,)","(True,)",True
8961, جنت‌آباد مرکزی ,۱۲۴,۱۴۰۰,۲,۹٬۸۳۰٬۰۰۰٬۰۰۰,۷,"(True,)","(True,)",True
8962, جیحون ,۶۳,۱۳۸۳,۲,۱٬۹۵۰٬۰۰۰٬۰۰۰,۴ از ۴,False,False,False
8963, سازمان برنامه,۱۱۵,۱۳۸۲,۳,۷٬۲۰۰٬۰۰۰٬۰۰۰,۳,"(True,)","(True,)",True
8964, کوهک ,۱۳۸,۱۳۹۹,۳,۸٬۵۵۰٬۰۰۰٬۰۰۰,۱۱,"(True,)","(True,)",True
8965, جیحون ,۴۶,۱۴۰۱,۱,۲٬۱۵۰٬۰۰۰٬۰۰۰,۲,"(True,)",False,False
8966, دریاچه شهدای خلیج فارس ,۱۱۰,۱۴۰۱,۲,۴٬۸۰۰٬۰۰۰٬۰۰۰,۱۶,"(True,)","(True,)",True
8967, اقدسیه ,۱۳۸,۱۳۸۹,۲,۱۴٬۰۰۰٬۰۰۰٬۰۰۰,۴ از ۵,"(True,)","(True,)",True
8968, ستارخان,۱۱۵,۱۴۰۱,۲,۸٬۰۵۰٬۰۰۰٬۰۰۰,۱,"(True,)","(True,)",True
8969, گاندی ,۱۴۵,۱۴۰۱,۳,۱۵٬۵۰۰٬۰۰۰٬۰۰۰,۳ از ۵,"(True,)","(True,)",True
8970, شهران شمالی ,۶۸,۱۴۰۰,۱,۵٬۴۰۰٬۰۰۰٬۰۰۰,۲,"(True,)","(True,)",True
8971, زنجان ,۴۳,۱۳۹۲,۱,۱٬۹۷۰٬۰۰۰٬۰۰۰,۴ از ۵,"(True,)",False,False
8972, ولنجک ,۱۹۵,۱۴۰۱,۳,۴۴٬۸۵۰٬۰۰۰٬۰۰۰,۵,"(True,)","(True,)",True
8973, شهران جنوبی ,۷۸,۱۳۸۸,۲,۴٬۸۰۰٬۰۰۰٬۰۰۰,۳,"(True,)","(True,)",True
8974, قیطریه ,۸۹,قبل از ۱۳۷۰,۲,۷٬۸۰۰٬۰۰۰٬۰۰۰,۲,"(True,)","(True,)",True
8975, اندیشه (شهر زیبا) ,۸۹,۱۳۹۵,۲,۴٬۹۰۰٬۰۰۰٬۰۰۰,۷,"(True,)","(True,)",True
8976, شهر زیبا ,۱۰۸,۱۳۸۹,۲,۵٬۵۲۰٬۰۰۰٬۰۰۰,۱,"(True,)","(True,)",True
8977, شهرک غرب ,۱۲۹,۱۴۰۰,۲,۱۶٬۱۲۵٬۰۰۰٬۰۰۰,۳ از ۵,"(True,)","(True,)",True
8978, دریاچه شهدای خلیج فارس ,۱۵,۱۴۰۱,بدون اتاق,۲۹۵٬۰۰۰٬۰۰۰,۸,"(True,)","(True,)",True
8979, الهیه ,۲۰۶,۱۳۸۴,۳,۲۷٬۸۰۰٬۰۰۰٬۰۰۰,۲,"(True,)","(True,)",True
8980, کوی فردوس ,۷۳,۱۳۸۵,۲,۴٬۳۰۰٬۰۰۰٬۰۰۰,۱ از ۴,False,"(True,)",True
8981, ظفر ,۷۹,۱۳۸۲,۲,۵٬۴۰۰٬۰۰۰٬۰۰۰,۱,False,"(True,)",True
8982, ولنجک ,۸۰,۱۳۹۸,۲,۱۲٬۵۰۰٬۰۰۰٬۰۰۰,۴,"(True,)","(True,)",True
8983, ونک,۱۵۱,۱۳۸۱,۳,۱۲٬۵۰۰٬۰۰۰٬۰۰۰,۵ از ۵,"(True,)","(True,)",True
8984, ولنجک ,۱۳۵,۱۳۹۹,۲,۳۱٬۰۰۰٬۰۰۰٬۰۰۰,۱۰ از ۱۱,"(True,)","(True,)",True
8985, تهرانپارس غربی ,۶۱,۱۳۸۵,۲,۳٬۳۰۰٬۰۰۰٬۰۰۰,۲,"(True,)",False,False
8986, فرمانیه ,۲۸۰,۱۴۰۱,۳,۵۸٬۰۰۰٬۰۰۰٬۰۰۰,۴,"(True,)","(True,)",True
8987, چیتگر ,۱۰۵,۱۴۰۱,۲,۵٬۰۰۰٬۰۰۰٬۰۰۰,۱۱ از ۲۹,"(True,)","(True,)",True
8988, دولت‌آباد ,۵۵,۱۳۸۵,۱,۱٬۶۵۰٬۰۰۰٬۰۰۰,۳,False,False,False
8989, پیروزی ,۱۰۵,۱۴۰۱,۲,۵٬۶۰۰٬۰۰۰٬۰۰۰,۴ از ۵,"(True,)","(True,)",True
8990, تهرانپارس غربی ,۱۸۰,۱۴۰۱,۳,۱۷٬۱۰۰٬۰۰۰٬۰۰۰,۱ از ۵,"(True,)","(True,)",True
8991, هروی ,۱۶۰,۱۴۰۰,۳,۱۶٬۰۰۰٬۰۰۰٬۰۰۰,۵,"(True,)","(True,)",True
8992, ولنجک ,۱۰۰,۱۴۰۱,۲,۱۳٬۸۰۰٬۰۰۰٬۰۰۰,۳,"(True,)","(True,)",True
8993, شهرک غرب ,۲۰۰,۱۳۹۱,۲,۱۵٬۰۰۰٬۰۰۰٬۰۰۰,۴ از ۴,"(True,)","(True,)",True
8994, ستارخان ,۱۰۰,۱۳۸۵,۲,۵٬۲۰۰٬۰۰۰٬۰۰۰,۱,"(True,)",False,False
8995, جنت‌آباد جنوبی ,۱۳۰,۱۴۰۱,۳,۱۰٬۰۰۰٬۰۰۰٬۰۰۰,۳,"(True,)","(True,)",True
8996, مرزداران ,۹۶,۱۴۰۱,۲,۷٬۷۰۰٬۰۰۰٬۰۰۰,۴,"(True,)","(True,)",True
8997, باغ فیض ,۵۵,۱۳۸۳,۱,۳٬۹۰۰٬۰۰۰٬۰۰۰,۴,"(True,)","(True,)",True
8998, آذربایجان ,۵۷,۱۳۸۳,۱,۳٬۰۰۰٬۰۰۰٬۰۰۰,۱ از ۵,"(True,)",False,False
8999, نواب ,۴۵,۱۳۸۰,۱,۱٬۴۲۰٬۰۰۰٬۰۰۰,۲,False,"(True,)",True
9000, مرزداران ,۸۱,۱۳۹۶,۲,۶٬۱۰۰٬۰۰۰٬۰۰۰,۴,"(True,)","(True,)",True
9001, کوهک ,۱۰۳,۱۴۰۰,۲,۶٬۵۰۰٬۰۰۰٬۰۰۰,۹,"(True,)","(True,)",True
9002, مهرآباد جنوبی ,۱۳۶,۱۴۰۰,۳,۵٬۷۰۰٬۰۰۰٬۰۰۰,۳,"(True,)","(True,)",True
9003, بهار ,۸۲,۱۳۸۰,۲,۳٬۸۳۰٬۰۰۰٬۰۰۰,۲,"(True,)","(True,)",True
9004, ولنجک ,۱۷۰,۱۳۹۷,۳,۲۸٬۰۰۰٬۰۰۰٬۰۰۰,۴,"(True,)","(True,)",True
9005, امیریه ,۶۰,۱۳۸۵,۲,۱٬۸۰۰٬۰۰۰٬۰۰۰,۴ از ۴,False,False,False
9006, پونک ,۱۲۸,۱۳۹۲,۳,۹٬۵۰۰٬۰۰۰٬۰۰۰,۱,"(True,)","(True,)",True
9007, پونک ,۷۳,۱۳۹۰,۲,۵٬۵۰۰٬۰۰۰٬۰۰۰,۴,"(True,)","(True,)",True
9008, نواب ,۶۱,۱۳۹۵,۲,۱٬۹۰۰٬۰۰۰٬۰۰۰,۳,"(True,)","(True,)",True
9009, جردن ,۲۲۶,۱۳۷۷,۳,۱۹٬۲۱۰٬۰۰۰٬۰۰۰,۸,"(True,)","(True,)",True
9010, کوی فردوس,۹۰,۱۴۰۱,۲,۶٬۶۰۰٬۰۰۰٬۰۰۰,۱,"(True,)","(True,)",True
9011, زعفرانیه ,۱۷۰,۱۳۹۹,۳,۲۴٬۰۰۰٬۰۰۰٬۰۰۰,۳,"(True,)","(True,)",True
9012, جنت‌آباد مرکزی ,۱۰۰,۱۳۹۹,۲,۷٬۲۹۰٬۰۰۰٬۰۰۰,۵,"(True,)","(True,)",True
9013, ازگل ,۱۸۸,۱۴۰۱,۳,۱۵٬۹۸۰٬۰۰۰٬۰۰۰,۷,"(True,)","(True,)",True
9014, شهران شمالی ,۹۹,۱۳۸۰,۲,۵٬۴۸۰٬۰۰۰٬۰۰۰,۱ از ۴,False,"(True,)",True
9015, جردن ,۲۳۰,۱۳۸۰,۳,۱۹٬۰۰۰٬۰۰۰٬۰۰۰,۹,"(True,)","(True,)",True
9016, فرمانیه ,۲۳۱,۱۴۰۰,۳,۲۹٬۵۰۰٬۰۰۰٬۰۰۰,۴,"(True,)","(True,)",True
9017, گرگان ,۸۸,۱۳۹۶,۲,۳٬۹۰۰٬۰۰۰٬۰۰۰,۳,"(True,)","(True,)",True
9018, شهر زیبا ,۱۱۰,۱۳۷۸,۲,۴٬۹۵۰٬۰۰۰٬۰۰۰,۴,False,"(True,)",True
9019, اقدسیه ,۲۸۲,۱۴۰۱,۴,۳۸٬۵۰۰٬۰۰۰٬۰۰۰,۵,"(True,)","(True,)",True
9020, شهران جنوبی ,۱۲۵,۱۳۹۰,۳,۸٬۱۰۰٬۰۰۰٬۰۰۰,۱,"(True,)","(True,)",True
9021, مرزداران ,۱۳۱,۱۴۰۱,۳,۱۱٬۸۰۰٬۰۰۰٬۰۰۰,۲ از ۵,"(True,)","(True,)",True
9022, فرمانیه ,۲۷۲,۱۴۰۰,۴,۳۹٬۵۰۰٬۰۰۰٬۰۰۰,۵,"(True,)","(True,)",True
9023, مرزداران ,۱۶۵,۱۴۰۱,۳,۱۴٬۳۵۰٬۰۰۰٬۰۰۰,۱,"(True,)","(True,)",True
9024, ولنجک ,۳۳۰,۱۳۹۰,۴,۴۳٬۰۰۰٬۰۰۰٬۰۰۰,۴,"(True,)","(True,)",True
9025, جی ,۷۹,۱۳۹۹,۲,۳٬۱۶۰٬۰۰۰٬۰۰۰,۳,"(True,)","(True,)",True
9026, جنت‌آباد جنوبی ,۱۱۱,۱۳۹۱,۲,۶٬۶۰۰٬۰۰۰٬۰۰۰,۲,"(True,)","(True,)",True
9027, چیتگر ,۱۱۲,۱۴۰۱,۲,۴٬۴۹۰٬۰۰۰٬۰۰۰,۱۳ از ۲۵,"(True,)","(True,)",True
9028, چیتگر ,۹۴,۱۴۰۱,۱,۴٬۵۵۰٬۰۰۰٬۰۰۰,۹,"(True,)","(True,)",True
9029, آذربایجان ,۴۳,۱۳۹۵,۱,۱٬۸۵۰٬۰۰۰٬۰۰۰,۳ از ۳,False,False,False
9030, شهران جنوبی ,۱۰۳,۱۳۹۴,۲,۶٬۲۰۰٬۰۰۰٬۰۰۰,۱ از ۵,"(True,)","(True,)",True
9031, آذربایجان,۳۶,۱۳۷۸,۱,۱٬۴۵۰٬۰۰۰٬۰۰۰,۱,False,False,False
9032, هروی ,۲۲۰,۱۴۰۱,۳,۲۳٬۱۰۰٬۰۰۰٬۰۰۰,۵,"(True,)","(True,)",True
9033, گیشا (کوی نصر) ,۶۰,۱۴۰۱,۱,۶٬۶۰۰٬۰۰۰٬۰۰۰,۳,"(True,)","(True,)",True
9034, شمس‌آباد ,۱۱۲,۱۴۰۰,۲,۶٬۲۷۰٬۰۰۰٬۰۰۰,۱ از ۵,"(True,)","(True,)",True
9035, کاظم‌آباد ,۹۵,۱۴۰۱,۲,۶٬۱۰۰٬۰۰۰٬۰۰۰,۳ از ۵,"(True,)","(True,)",True
9036, نیاوران ,۷۵,۱۳۸۴,۲,۶٬۰۰۰٬۰۰۰٬۰۰۰,همکف,"(True,)","(True,)",True
9037, سازمان برنامه ,۶۵,۱۳۷۱,۲,۳٬۶۰۰٬۰۰۰٬۰۰۰,۳,False,"(True,)",True
9038, آذربایجان ,۱۱۵,۱۴۰۰,۳,۶٬۱۰۰٬۰۰۰٬۰۰۰,۲,"(True,)","(True,)",True
9039, سهروردی ,۶۷,۱۳۸۴,۱,۴٬۳۰۰٬۰۰۰٬۰۰۰,۳,"(True,)",False,False
9040, زعفرانیه ,۱۰۷,۱۳۸۵,۲,۱۳٬۳۷۵٬۰۰۰٬۰۰۰,۲ از ۵,"(True,)","(True,)",True
9041, آهنگ ,۷۰,۱۳۸۵,۱,۱٬۵۵۰٬۰۰۰٬۰۰۰,۲,"(True,)",False,False
9042, ستارخان ,۱۴۵,۱۴۰۱,۳,۹٬۷۰۰٬۰۰۰٬۰۰۰,۴,"(True,)","(True,)",True
9043, آذربایجان ,۱۲۰,۱۳۹۱,۲,۵٬۸۰۰٬۰۰۰٬۰۰۰,۵ از ۶,"(True,)","(True,)",True
9044, آذربایجان ,۶۰,۱۳۹۵,۱,۲٬۸۵۰٬۰۰۰٬۰۰۰,۲,"(True,)","(True,)",True
9045, ظفر ,۱۱۰,۱۴۰۱,۲,۱۱٬۰۰۰٬۰۰۰٬۰۰۰,۴,"(True,)","(True,)",True
9046, الهیه ,۳۰۰,۱۳۹۵,۴,۴۲٬۰۰۰٬۰۰۰٬۰۰۰,۶,"(True,)","(True,)",True
9047, اندیشه (شهر زیبا) ,۹۸,۱۴۰۱,۲,۳٬۳۳۳٬۰۰۰٬۰۰۰,۶ از ۹,"(True,)","(True,)",True
9048, فرمانیه ,۱۹۳,۱۳۹۵,۳,۲۴٬۰۰۰٬۰۰۰٬۰۰۰,۳ از ۵,"(True,)","(True,)",True
9049, نیاوران ,۱۳۰,۱۳۹۹,۳,۱۷٬۲۰۰٬۰۰۰٬۰۰۰,۲ از ۵,"(True,)","(True,)",True
9050, سازمان برنامه,۸۰,۱۳۸۶,۲,۵٬۳۰۰٬۰۰۰٬۰۰۰,۲,"(True,)","(True,)",True
9051, نیاوران,۳۰۰۰,۱۳۹۶,+۴,۶۵۰٬۰۰۰٬۰۰۰٬۰۰۰,۱۱,"(True,)","(True,)",True
