date,district,area,year,room,floor,evelator,parking,warehouse,value,type
1401/03/30,سعادت آباد بلوار 24 متری,100,20,2,همكف,"شوفاژ,کولر,آسانسور,گاز",yes,yes,9000000000,آپارتمان
1401/08/28,توانیر خ لاهیجانی,87,1,0,5,"شوفاژ,کولر,آسانسور,گاز",yes,,7830000000,اداری
1401/03/31,خزانه فلكه اول كوچه عبدی,195,30,3,كلی,"کولر,گاز",,yes,2656000000,مستغلات
1401/05/04,سعادت آباد مجتمع علوم پزشكی,82,7,2,6,"شوفاژ,کولر,آسانسور,گاز",yes,yes,5000000000,آپارتمان
1401/09/23,اشرفی اصفهانی بالاتر از هفت لنگ,400,,5,كلی,,,,475000000000,کلنگی
1401/03/30,دولت عین آبادی,93,15,2,2,"شوفاژ,کولر,آسانسور,استخر,حیاط,پکیج,سونا,جکوزی,گاز",yes,yes,6050000000,آپارتمان
1401/03/30,دروس خ پورمشكانی,138,26,3,4,"شوفاژ,کولر,گاز",yes,yes,5900000000,آپارتمان
1401/03/30,وحیدیه خ نبیئیان,110,1,2,2,"شوفاژ,کولر,آسانسور,گاز",yes,,4350000000,آپارتمان
1401/09/12,سعادت آباد نرسیده به خ 23,123,نوساز,0,همكف,گاز,,,35500000000,تجاری
1401/03/30,اشرفی اصفهانی خ مخابرات,68,16,2,4,"شوفاژ,کولر,گاز",yes,yes,2850000000,آپارتمان
1401/03/30,نیاوران خ مقدسی خ محمود احمدی زمانی,90,2,2,4,گاز,,yes,6300000000,آپارتمان
1401/03/30,بزرگراه محلاتی خ عجب گل ك بختیاری پ 2 واحد 7,45,30,1,2,"شوفاژ,کولر,گاز",,yes,995000000,آپارتمان
1401/06/27,سبلان شمالی خ آزادی,139,نوساز,3,3,"شوفاژ,کولر,آسانسور,پکیج,گاز",yes,,5300000000,آپارتمان
1401/08/29,عباس آباد خ میرعماد,18,18,0,زیرهمكف,"شوفاژ,گاز",,,2500000000,مغازه
1401/08/29,عباس آباد خ میرعماد,11,18,0,زیرهمكف,"شوفاژ,گاز",,,1210000000,مغازه
1401/09/26,نیرو هوایی خ اول,147,نوساز,3,2,"کولر,آسانسور,پکیج",yes,yes,7791000000,آپارتمان
1401/05/23,گلبرگ غربی خ گلستان,78,30,2,3,"شوفاژ,کولر,گاز",,yes,4000000000,آپارتمان
1401/09/24,سعادت آباد بلوارفرحزادی,18,نوساز,0,همكف,گاز,,,4140000000,مغازه
1401/09/01,وحیدیه میدان تسلیحات خ كریمی ثانی,53,19,1,4,"شوفاژ,کولر,گاز",,yes,1750000000,آپارتمان
1401/05/11,وحیدیه خ زركش,51,7,1,1,"شوفاژ,کولر,آسانسور,گاز",,yes,1550000000,آپارتمان
1401/03/30,تهران پارس میدان شاهد خ شفیعی مكرم,50,26,1,3,"شوفاژ,کولر,گاز",,yes,1550000000,آپارتمان
1401/09/17,دماوند ایستگاه وحیدیه,115,,0,كلی,,,,3375000000,کلنگی
1401/09/08,قلهك روبروی مترو قلهك,120,نوساز,2,2,"شوفاژ,کولر,آسانسور,گاز",yes,yes,9600000000,آپارتمان
1401/03/30,هروی خ ضابطی,112,نوساز,2,مختلف,"کولر,آسانسور,گاز",yes,yes,9184000000,آپارتمان
1401/03/30,تهران پارس اردیبهشت شمالی,60,14,1,3,"شوفاژ,کولر,گاز",,yes,2300000000,آپارتمان
1401/08/12,جردن نرسیده به خ دامن افشار,150,نوساز,2,5,"آسانسور,گاز",yes,yes,33000000000,اداری
1401/09/23,ازگل اراج خ 22 بهمن,133,20,2,1,"شوفاژ,کولر",yes,yes,9975000000,آپارتمان
1401/03/30,سراج تقاطع دلاوران,42,20,1,4,"کولر,آسانسور,گاز",,yes,1550000000,اداری
1401/03/30,دولت خ شهید رحمانی,200,6,3,2,"آسانسور,حیاط",yes,yes,18000000000,آپارتمان
1401/09/23,صادقیه فلكه اول,240,30,4,كلی,"کولر,گاز",,yes,120000000000,مستغلات
1401/03/30,هروی خ ضابطی,144,نوساز,2,مختلف,"کولر,آسانسور,گاز",yes,yes,11808000000,آپارتمان
1401/08/29,ستارخان خ صحرائی,30,6,0,1,,,,2100000000,مغازه
1401/07/24,بزرگراه محلاتی خ مخبرشمالی,54,30,1,4,"کولر,گاز",yes,yes,1370000000,آپارتمان
1401/09/14,آپادانا نرسیده به خ هویزه,110,30,3,3,"شوفاژ,کولر,آسانسور,پکیج,گاز",,yes,7700000000,اداری
1401/03/30,تهران پارس بین باقری و اردیبهشت,66,20,2,3,"کولر,گاز",yes,yes,2400000000,آپارتمان
1401/09/17,تهران ویلا نرسیده به سه راه تهران ویلا,62,25,1,5,"شوفاژ,کولر,آسانسور,گاز",,,2790000000,اداری
1401/09/08,ولیعصر بالاتر از پارك ساعی,200,23,0,همكف,"کولر,گاز",,,60000000000,تجاری
1401/03/30,سعادت آباد خ صرافهای جنوبی,90,10,2,1,"آسانسور,استخر,حیاط,حیاط خلوت,سونا,جکوزی",yes,yes,8100000000,آپارتمان
1401/09/16,پیروزی خ تاجری,180,,0,كلی,,,,6000000000,کلنگی
1401/08/18,پیروزی خ شكوفه,110,,0,كلی,,,,13875000000,کلنگی
1401/03/30,شریعتی بالاتراز پل صدر,90,25,2,1,"کولر,چیلر,گاز",yes,yes,8100000000,اداری
1401/06/02,اشرفی اصفهانی پشت تیراژه,110,13,2,1,"کولر,آسانسور,حیاط خلوت,پکیج",yes,,5500000000,آپارتمان
1401/03/30,حكیمیه فاز 3,115,نوساز,2,5,"کولر,آسانسور,پکیج,گاز",yes,yes,6400000000,آپارتمان
1401/09/08,بلوارفردوس شرق خ ابراهیمی,143,1,3,5,"کولر,آسانسور,گاز",yes,yes,9295000000,آپارتمان
1401/03/30,اشرفی اصفهانی خ طالقانی,117,8,2,1,"آسانسور,حیاط خلوت",yes,,7839000000,آپارتمان
1401/08/25,عباس آباد خ یوسفی,240,30,3,كلی,"شوفاژ,کولر,پکیج",,yes,30000000000,مستغلات
1401/09/13,صادقیه فلكه اول,15,نوساز,0,همكف,,,,2100000000,مغازه
1401/03/30,اتوبان بابایی شهرك بهشتی,107,نوساز,2,9,"فن کوئر,آسانسور,چیلر",yes,yes,4800000000,آپارتمان
1401/03/30,ولیعصر بالاتراز میدان راه آهن ك تولدی دیگر پلاك 16,97,30,2,3,"شوفاژ,کولر,گاز",,yes,2500000000,آپارتمان
1401/09/12,زعفرانیه خ مقدس اردبیلی,217,7,4,6,"کولر,آسانسور,پکیج,گاز",yes,yes,33500000000,اداری
1401/09/06,شریعتی نرسیده به میرداماد,185,30,3,3,"شوفاژ,کولر,آسانسور,گاز",yes,yes,10500000000,آپارتمان
1401/03/30,شریعتی بالاتراز پل صدر,128,29,3,2,"شوفاژ,کولر,آسانسور,گاز",yes,yes,11520000000,اداری
1401/04/21,تهرانپارس فلكه 4,106,19,2,زیرهمكف,"شوفاژ,کولر,آسانسور,گاز",yes,yes,3300000000,آپارتمان
1401/10/03,سهروردی شمالی نرسیده به خ هویزه,28,30,0,همكف,گاز,,,35000000000,مغازه
1401/09/01,فرمانیه خ كوهستان,450,30,4,كلی,"شوفاژ,کولر",,,199920000000,مستغلات
1401/04/09,جردن نرسیده به خ سرو,65,12,1,2,"شوفاژ,کولر,آسانسور,گاز",yes,yes,5700000000,آپارتمان
1401/04/05,نارمك میدان نبوت,53,19,1,2,"شوفاژ,کولر,گاز",,,2550000000,آپارتمان
1401/03/30,سراج ك قیوم آبادی,66,16,1,4,"کولر,آسانسور,گاز",yes,yes,2450000000,آپارتمان
1401/03/30,دلاوران تكاوران,55,11,1,1,"کولر,آسانسور,پکیج,گاز",,yes,1985000000,آپارتمان
1401/07/04,كریم خان بین خ سپهبد و خ  ایرانشهر,182,30,5,همكف,"شوفاژ,کولر,گاز",yes,yes,13000000000,اداری
1401/09/28,ستارخان نصرت غربی,91,نوساز,0,همكف,گاز,,,25000000000,مغازه
1401/03/30,شوش خیابان بروجردی به سمت چهاراه كیانشهر خ نوروزی پلاك 13,136,25,0,همكف,"کولر,گاز",,,7480000000,تجاری
1401/09/05,سعادت آباد بالاتر از میدان كاج,17,نوساز,0,همكف,,,,18500000000,مغازه
1401/09/14,پیروزی خ افراسیابی,130,30,2,كلی,"کولر,گاز",,,8500000000,مستغلات
1401/05/11,پلیس كلیم كاشانی,85,نوساز,2,1,"کولر,آسانسور,پکیج,گاز",yes,yes,5440000000,آپارتمان
1401/08/07,مطهری تركمنستان,130,نوساز,3,2,"شوفاژ,کولر,آسانسور,پکیج,گاز",yes,yes,9500000000,آپارتمان
1401/07/04,شهران خ پنجم,127,نوساز,3,1,"کولر,آسانسور,پکیج",yes,yes,8890000000,آپارتمان
1401/07/16,گیشا فروزانفر,31,20,0,همكف,,,,8500000000,مغازه
1401/04/06,تهران پارس بین گیو و كادوس,60,7,1,5,"شوفاژ,کولر,آسانسور,گاز",yes,yes,3300000000,آپارتمان
1401/07/19,جمالزاده پایین تر از فاطمی,250,,0,كلی,,,,18100000000,کلنگی
1401/06/27,شریعتی بالاتراز ظفر,15,10,0,همكف,"شوفاژ,کولر,گاز",,,6000000000,مغازه
1401/03/30,شهرك راه آهن بالای اتوبان خرازی,106,نوساز,2,4,"آسانسور,چیلر",yes,yes,4400000000,آپارتمان
1401/06/01,پیروزی بلوار ابوذر پل دوم,85,12,2,4,"کولر,پکیج,گاز",yes,yes,2720000000,آپارتمان
1401/03/31,فرجام غربی خ حیدرخانی,37,25,1,3,"کولر,گاز",,yes,1250000000,آپارتمان
1401/03/31,سراج خ گلستان,56,6,1,3,"شوفاژ,کولر,آسانسور,پکیج,گاز",yes,,2200000000,آپارتمان
1401/03/30,سراج والاییان,17,10,0,همكف,,,,1000000000,مغازه
1401/04/13,دلاوران خ تكاوران شمالی,61,16,2,2,"کولر,گاز",,yes,1800000000,آپارتمان
1401/08/26,بزرگراه رسالت خ كرمان,118,نوساز,2,4,"شوفاژ,کولر,آسانسور,پکیج,گاز",yes,yes,6490000000,آپارتمان
1401/03/31,تهرانپارس بلوار اردیبهشت,40,17,1,همكف,"شوفاژ,کولر,گاز",,yes,1550000000,آپارتمان
1401/03/30,خواجه نظام اجاره دار,123,5,3,1,"کولر,آسانسور,پکیج",yes,yes,3936000000,آپارتمان
1401/09/01,نامجو(گرگان) بالاتراز قجاوند,94,نوساز,2,4,"کولر,آسانسور,پکیج",,,3500000000,آپارتمان
1401/07/11,تهرانپارس بلوار پروین خ 196 شرقی خ 135,96,15,2,2,"شوفاژ,کولر,پکیج,گاز",,yes,3000000000,آپارتمان
1401/03/31,سوهانك خ هفتم شرقی,60,6,1,1,"شوفاژ,کولر,آسانسور,گاز",yes,yes,4350000000,آپارتمان
1401/04/13,تهرانپارس فلكه سوم خ سجده ای,85,20,2,5,"شوفاژ,کولر,آسانسور,گاز",yes,yes,3825000000,آپارتمان
1401/03/31,تهرانپارس خ استخر خ 244شرقی,68,7,2,4,"شوفاژ,کولر,آسانسور,گاز",yes,yes,2700000000,آپارتمان
1401/03/31,تهرانپارس بلوار پروین خ 206,57,1,1,3,"کولر,گاز",,,950000000,آپارتمان
1401/03/31,جشنواره خ امین,75,16,1,همكف,"کولر,گاز",,yes,1800000000,آپارتمان
1401/05/09,تهرانپارس خ استخر خ توحید,65,21,1,2,"شوفاژ,کولر,گاز",yes,yes,2850000000,آپارتمان
1401/05/05,سهرودی شمالی خ اندیشه,110,6,2,4,"شوفاژ,کولر,آسانسور,گاز",yes,yes,8500000000,آپارتمان
1401/08/25,بزرگراه بابائی شهرك بهشتی,126,10,2,6,"شوفاژ,کولر,آسانسور,گاز",yes,yes,5040000000,آپارتمان
1401/10/01,زعفرانیه خ آصف,124,5,2,1,"کولر,آسانسور,پکیج,گاز",yes,yes,17980000000,آپارتمان
1401/03/31,قیطریه جنب پارك قیطریه,115,18,2,5,"شوفاژ,کولر,آسانسور,گاز",yes,yes,9200000000,آپارتمان
1401/03/31,قنات كوثر خ هشتم,73,6,2,2,"شوفاژ,کولر,آسانسور,گاز",yes,yes,3670000000,آپارتمان
1401/09/12,دروس خ یارمحمدی,300,نوساز,4,2,"کولر,آسانسور,پکیج,گاز",yes,yes,58500000000,آپارتمان
1401/08/21,سعادت آباد بلوار فرحزادی خ 18متری مطهر,129,19,3,1,"شوفاژ,کولر,آسانسور,گاز",,yes,7100000000,آپارتمان
1401/03/31,جشنواره خ زهدی نرسیده به تپه,90,1,2,زیرهمكف,"کولر,گاز",,,1200000000,آپارتمان
1401/09/17,پیروزی نرسیده به خ پرواز,125,نوساز,3,2,"کولر,آسانسور,پکیج,گاز",yes,yes,5000000000,آپارتمان
1401/03/31,هروی گلزار,114,1,3,2,"شوفاژ,کولر,آسانسور,گاز",yes,yes,6840000000,آپارتمان
1401/03/31,هنگام شمیران نو خ 12غربی,50,10,1,2,"کولر,گاز",,yes,780000000,آپارتمان
1401/03/31,پونك سردارجنگل خ المهدی,78,18,2,4,"شوفاژ,کولر,آسانسور,گاز",yes,yes,2800000000,آپارتمان
1401/09/07,اشرفی اصفهانی سیمون بولیوار,104,نوساز,2,8,"کولر,آسانسور,گاز",yes,yes,7592000000,آپارتمان
1401/03/31,بلوار فردوس غرب خ ورزی شمالی,67,12,1,1,"کولر,آسانسور,گاز",yes,yes,3685000000,آپارتمان
1401/04/15,شهران جنوبی نرسیده به كوچه قائم,57,نوساز,1,4,"کولر,آسانسور,پکیج,گاز",yes,yes,4000000000,آپارتمان
1401/08/28,بلوارمرزداران خ نامدار,104,نوساز,2,1,"کولر,آسانسور,پکیج,گاز",yes,yes,8320000000,آپارتمان
1401/03/31,اشرفی اصفهانی بلوارسیمون بولیوار خ سرحدی,84,17,2,2,"شوفاژ,کولر,گاز",,yes,3750000000,آپارتمان
1401/03/31,شمس آباد خ ریحانی نرسیده به میدان بهشتی,83,19,2,4,"شوفاژ,کولر,آسانسور,پکیج,گاز",yes,yes,3735000000,آپارتمان
1401/03/31,بزرگراه محلاتی خ ارجمندی راد ك رب دوست پ 17 و 19 واحد 5,52,5,1,4,"شوفاژ,کولر,آسانسور,پکیج,گاز",yes,,1600000000,آپارتمان
1401/03/31,شمس آباد میدان بهشتی,67,19,1,2,"کولر,گاز",yes,yes,3215000000,آپارتمان
1401/09/28,اشرفی اصفهانی باغ فیض,186,20,4,2,"شوفاژ,کولر,آسانسور,گاز",yes,yes,10230000000,آپارتمان
1401/09/05,شهر زیبا شربیانی خ نیلوفر,95,2,2,5,"شوفاژ,کولر,آسانسور,گاز",yes,yes,6175000000,آپارتمان
1401/03/31,بلوار فردوس غرب خ بهارشمالی,67,20,2,4,"شوفاژ,کولر,گاز",yes,yes,3000000000,آپارتمان
1401/03/31,گلبرگ غربی نرسیده به خ ابراهیم نژاد,61,17,1,4,"کولر,پکیج,گاز",,yes,1850000000,آپارتمان
1401/09/15,مجیدیه جنوبی خ صالحی,57,نوساز,1,2,"کولر,آسانسور,گاز",yes,yes,3400000000,آپارتمان
1401/03/31,خواجه عبداله خ ابوذر غفاری جنوبی,110,30,2,1,"کولر,فن کوئر,آسانسور,گاز",yes,yes,5830000000,آپارتمان
1401/09/03,شهر زیبا شربیانی شرقی,130,22,3,2,"شوفاژ,کولر,گاز",yes,yes,6800000000,آپارتمان
1401/03/31,شهرزیبا بلوار تعاون خ آلاله شرقی,120,30,2,3,"شوفاژ,کولر,گاز",yes,yes,5100000000,آپارتمان
1401/03/31,بلوارفردوس شرق خ سلیمی جهرمی,120,17,2,5,"شوفاژ,کولر,آسانسور,گاز",yes,yes,6000000000,آپارتمان
1401/03/31,بلوار ابوذر جنوبی خ ابومسلم شمالی ك هانی پ 20 واحد 5,55,17,1,4,"شوفاژ,کولر,گاز",,yes,1550000000,آپارتمان
1401/08/25,تهرانپارس بین سجده ای و مظفری,84,24,2,4,"شوفاژ,کولر,گاز",,yes,2870000000,آپارتمان
1401/03/31,شهر آرا پاتریس,170,11,3,3,"شوفاژ,کولر,آسانسور,گاز",yes,yes,9860000000,آپارتمان
1401/10/04,شریعتی نرسیده به میدان قدس,97,2,2,4,"شوفاژ,کولر,آسانسور,گاز",yes,yes,10000000000,اداری
1401/09/16,تهرانپارس خ 180,116,نوساز,2,1,"شوفاژ,کولر,آسانسور,گاز",yes,yes,8120000000,آپارتمان
1401/09/23,بزرگراه بابائی شهرك كوثر,480,21,8,كلی,"شوفاژ,کولر,گاز",yes,yes,18000000000,مستغلات
1401/06/27,سبلان جنوبی نرسیده به ك ملاباقری,62,23,1,زیرهمكف,"کولر,گاز",,yes,1700000000,آپارتمان
1401/09/20,نظام آباد خ مدنی جنوبی خ هوری,70,2,1,4,"کولر,آسانسور,گاز",yes,yes,2730000000,آپارتمان
1401/06/27,تهران ویلا خ هورسر,130,26,3,4,"شوفاژ,کولر,گاز",yes,yes,5000000000,آپارتمان
1401/03/31,ستارخان توحید نصرت غربی,73,20,2,2,"شوفاژ,کولر,گاز",yes,,2800000000,آپارتمان
1401/03/31,انتهای خ فلسطین جنوبی بن بست سمیعی پ 3,92,22,2,2,"شوفاژ,کولر,حیاط",yes,yes,5980000000,آپارتمان
1401/03/31,شریعتی بالاتراز پل صدر,70,29,1,2,"شوفاژ,کولر,گاز",yes,,4500000000,اداری
1401/09/16,جلال آل احمد نرسیده به شهر آرا,172,30,3,3,"شوفاژ,کولر,آسانسور,گاز",yes,yes,9700000000,آپارتمان
1401/03/31,نیرو هوایی نرسیده به خ دهم(امیری),45,18,1,همكف,"کولر,آسانسور,گاز",,yes,1575000000,آپارتمان
1401/09/29,محمودیه خ اردیبهشت,150,2,3,4,"کولر,آسانسور,استخر,چیلر,سونا,جکوزی,گاز",yes,yes,25000000000,آپارتمان
1401/08/17,زعفرانیه خ پسیان,110,12,2,2,"شوفاژ,کولر,آسانسور,گاز",yes,yes,13200000000,آپارتمان
1401/09/20,محمودیه خ میرشریفی,112,13,2,1,"شوفاژ,کولر,آسانسور,گاز",yes,yes,13000000000,آپارتمان
1401/09/22,زعفرانیه خ آصف,134,20,3,2,"شوفاژ,کولر,گاز",yes,yes,22780000000,آپارتمان
1401/03/31,تهرانپارس خ 108,210,30,3,كلی,"کولر,گاز",,,16500000000,مستغلات
1401/03/31,طالقانی سمیه خ یونسی زاده,64,11,2,3,"کولر,آسانسور,پکیج,گاز",yes,yes,3050000000,آپارتمان
1401/06/24,تهرانپارس بزرگراه رسالت خ شاهد,90,30,0,كلی,"کولر,گاز",,,13500000000,مستغلات
1401/09/15,شیخ بهائی خ 64,139,نوساز,3,2,"کولر,آسانسور,چیلر,گاز",yes,yes,14595000000,آپارتمان
1401/09/13,نیاوران پمپ بنزین نیاوران,210,,0,كلی,گاز,,,11500000000,کلنگی
1401/09/14,خواجه عبداله چهارراه ابوذر غفاری,69,17,2,9,"شوفاژ,کولر,آسانسور,گاز",,,4485000000,اداری
1401/09/17,بزرگراه ارتش بلواراوشان,80,,0,كلی,,,,90000000000,کلنگی
1401/09/26,گیشا بالاتر از خ 29,80,نوساز,2,4,"شوفاژ,کولر,آسانسور,گاز",yes,yes,8000000000,اداری
1401/09/19,مجیدیه جنوبی مسیل باختر خ سعدی,120,,0,كلی,,,,4200000000,کلنگی
1401/09/15,تهرانپارس بلوار پروین,33,نوساز,0,همكف,"کولر,گاز",,,8250000000,مغازه
1401/09/09,یوسف آباد میدان فرهنگ,173,2,0,4,"آسانسور,گاز",yes,yes,17300000000,اداری
1401/03/31,اشرفی اصفهانی باغ فیض خ 22بهمن,0,,0,كلی,,,,25380000000,زمین
1401/05/05,قنات كوثر ك هفتم,290,6,7,كلی,"شوفاژ,کولر,آسانسور,پکیج,گاز",yes,yes,18000000000,مستغلات
1401/09/05,انتهای همت غرب ضلع غربی دریاچه,110,14,2,7,"شوفاژ,کولر,آسانسور,گاز",yes,yes,5100000000,آپارتمان
1401/09/20,هنگام شمیران نو 10متری افغان,0,,0,كلی,"کولر,گاز",,,4000000000,کلنگی
1401/03/31,چیتگر دریاچه شهرك امام رضا بلوك 52,124,نوساز,2,15,"کولر,آسانسور,گاز",yes,yes,5580000000,آپارتمان
1401/09/16,بزرگراه رسالت نرسیده به چهارراه سرسبز,75,2,1,5,"آسانسور,چیلر,گاز",yes,yes,5600000000,اداری
1401/09/02,هفت تیر خ بهارشمالی,95,26,2,1,"کولر,پکیج,گاز",,yes,4600000000,آپارتمان
1401/09/23,اشرفی اصفهانی خ طالقانی,240,30,6,كلی,"کولر,گاز",,yes,26000000000,مستغلات
1401/09/08,سعادت آباد بلوار فرحزادی نرسیده به میدان كتاب,1120,30,24,كلی,"شوفاژ,کولر",,,250000000000,مستغلات
1401/03/31,هنگام شمیران نو خ دهم غربی,180,30,3,كلی,"کولر,گاز",,,2500000000,مستغلات
1401/05/25,وحیدیه روبروی پارك تسلیحات,52,2,1,3,"شوفاژ,کولر,آسانسور,گاز",,yes,2050000000,آپارتمان
1401/03/31,منیریه ترجمان جنوبی نبش همایون فال پ 1,280,نوساز,6,3 واحد,"آسانسور,گاز",yes,yes,15400000000,آپارتمان
1401/09/15,هفت تیر خ بهارشمالی,65,17,1,2,"شوفاژ,کولر,گاز",yes,yes,2700000000,آپارتمان
1401/09/29,مطهری بالاتر از خ تركمنستان,98,22,3,2,"شوفاژ,کولر,آسانسور",yes,yes,5586000000,اداری
1401/03/31,جشنواره یاسمن,123,20,3,1,"شوفاژ,کولر,پکیج,گاز",yes,yes,4500000000,آپارتمان
1401/03/31,خواجه نظام اجاره دار شیخ صفی,60,21,1,3,"کولر,گاز",,yes,1620000000,آپارتمان
1401/09/12,نارمك خ سمنگان,160,,0,كلی,,,,11120000000,کلنگی
1401/03/31,آیت الله كاشانی خ كیهان,440,,0,كلی,گاز,,,110000000000,کلنگی
1401/03/31,تهران پارس بلوار پروین خ 196 شرقی 135 جنوبی,46,16,1,3,"کولر,گاز",,yes,1485000000,آپارتمان
1401/03/31,قنات كوثر خ چهارم,86,20,2,4,"شوفاژ,کولر,گاز",,yes,2322000000,آپارتمان
1401/06/24,تهرانپارس فلكه دوم,558,30,12,كلی,"کولر,گاز",,,70000000000,اداری
1401/03/31,شهرك راه آهن خ اردستانی,193,2,4,12,"فن کوئر,آسانسور,استخر,سونا,جکوزی",yes,yes,9167000000,آپارتمان
1401/06/19,جنت آباد مركزی بلوار شاهین,76,10,0,همكف,"کولر,گاز",,yes,19000000000,مغازه
1401/09/12,شریعتی بالاتر از طالقانی,550,,0,كلی,"کولر,حیاط,گاز",,,110000000000,کلنگی
1401/09/05,خواجه نصیر خ سپاه ك بهنام,160,,0,كلی,,,,7500000000,کلنگی
1401/05/26,دربند خ احمدی زمانی,300,نوساز,4,9,"آسانسور,چیلر",yes,yes,40500000000,آپارتمان
1401/08/18,تهران پارس بلوار پروین خ 208,62,13,2,3,"کولر,آسانسور,گاز",yes,yes,2450000000,آپارتمان
1401/03/31,تهران پارس بلوار پروین خ 212,52,16,1,2,"کولر,آسانسور,گاز",,yes,1800000000,آپارتمان
1401/09/12,زعفرانیه خ روشن یكم,238,30,3,همكف,"شوفاژ,کولر,گاز",yes,yes,112000000000,آپارتمان
1401/06/15,تهران پارس خ 222,78,14,2,3,"شوفاژ,کولر,گاز",yes,yes,3200000000,آپارتمان
1401/05/05,بلوار فردوس خ وفاآذر,75,7,1,5,"کولر,آسانسور,چیلر,گاز",yes,yes,6500000000,اداری
1401/03/31,شهر زیبا بلوار تعاون بلوار آلاله شرقی,848,30,16,كلی,"شوفاژ,کولر",,,40000000000,مستغلات
1401/09/09,شهرك غرب بلوار فرحزادی خ ارغوان غربی,147,30,3,2,"شوفاژ,کولر,گاز",yes,yes,18000000000,آپارتمان
1401/04/28,تهران پارس خ 190 شرقی,157,20,3,2,"شوفاژ,کولر,گاز",yes,yes,8500000000,آپارتمان
1401/09/13,جنت آباد مركزی بلوار شاهین شمالی,24,20,0,همكف,"کولر,گاز",,,6960000000,مغازه
1401/03/31,تهران پارس خ 154,120,4,2,3,"کولر,آسانسور,پکیج,گاز",yes,yes,8400000000,آپارتمان
1401/09/21,سعادت آباد خ صرافهای جنوبی,360,5,5,كلی,"کولر,آسانسور,پکیج,گاز",yes,,98000000000,اداری
1401/03/31,تهران پارس خ بهار خ 113,108,30,3,3,"شوفاژ,کولر,آسانسور,گاز",yes,yes,3500000000,آپارتمان
1401/03/31,شهرآرا خ آرش مهر,240,7,0,3,"کولر,آسانسور,چیلر,گاز",yes,yes,57600000000,تجاری
1401/09/09,بلوارفردوس شرق نرسیده به ستاری,15,17,0,همكف,گاز,,,2970000000,مغازه
1401/07/25,جمهوری چهارراه 30تیر خ میرزا كوچك خان,90,30,1,همكف,,,,15000000000,مغازه
1401/03/31,مولوی روبه روی بیمارستان مادر ك حاج ابوالفتح پاساژ احمدی,91,17,0,7 باب,"کولر,گاز",,,21000000000,مغازه
1401/03/31,سراج جنب پل,68,23,2,3,"شوفاژ,کولر,پکیج,گاز",,yes,2200000000,آپارتمان
1401/05/12,وحیدیه خ بخت آزاد,40,6,1,4,"کولر,گاز",,,1250000000,آپارتمان
1401/03/31,دولت بلوار كاوه,83,18,2,2,"شوفاژ,کولر,آسانسور",yes,yes,5950000000,آپارتمان
1401/03/31,بلوار مرزداران شهرك پاس فرهنگیان,142,30,2,7,"شوفاژ,کولر,آسانسور",,yes,7500000000,آپارتمان
1401/03/31,تهران پارس خ 148 شرقی,88,2,2,1,"شوفاژ,کولر,آسانسور,پکیج,گاز",yes,,5850000000,آپارتمان
1401/03/31,پلیس كلیم كاشانی,74,21,2,4,"شوفاژ,کولر",,yes,2800000000,آپارتمان
1401/03/31,فرجام خ عبادی,84,9,2,1,"شوفاژ,کولر,آسانسور,حیاط خلوت",yes,,3250000000,آپارتمان
1401/03/31,اتوبان بابایی شهرك بهشتی,87,درحال ساخت,2,14,"کولر,آسانسور,پکیج,گاز",yes,yes,3915000000,آپارتمان
1401/03/31,سراج ك علی غنی,53,15,1,4,"کولر,گاز",,yes,1600000000,آپارتمان
1401/08/23,كریم خان خ ایرانشهر شمالی,66,نوساز,0,همكف,گاز,,,30000000000,مغازه
1401/03/31,هنگام شمیران نو,90,2,2,5,"کولر,آسانسور,گاز",,yes,1700000000,آپارتمان
1401/08/10,جنت آباد جنوبی چهارراه لاله,29,16,0,1,,,,8700000000,مغازه
1401/03/31,میدان خراسان بیسیم ك احمدطاری پلاك 63,0,,0,كلی,"کولر,گاز",,,2425000000,کلنگی
1401/03/31,هنگام 4راه استقلال,85,1,2,5,"شوفاژ,کولر,آسانسور,پکیج,گاز",yes,,3850000000,آپارتمان
1401/06/05,نامجو(گرگان) خ سلمان فارسی,57,نوساز,2,2,"کولر,آسانسور,پکیج",,yes,2394000000,آپارتمان
1401/03/31,نامجو(گرگان) خ سلمان فارسی,81,16,2,2,"کولر,آسانسور,پکیج",yes,yes,2430000000,آپارتمان
1401/09/15,عباس آباد خ پاكستان,172,20,3,3,"شوفاژ,کولر,گاز",yes,yes,12040000000,آپارتمان
1401/03/31,آیت اله كاشانی خ بهنام,48,نوساز,0,همكف,,,,14400000000,مغازه
1401/09/23,ستاری خ هجرت,372,30,6,كلی,"کولر,گاز",,yes,42250000000,مستغلات
1401/05/06,جمالزاده شمالی بالاتر از ك شیبانی,70,13,1,1,"شوفاژ,کولر,آسانسور,پکیج,گاز",yes,yes,4200000000,آپارتمان
1401/09/19,سعادت آباد بلوار دریا خ مطهری شمالی,73,30,2,2,"شوفاژ,کولر,گاز",yes,yes,7200000000,آپارتمان
1401/06/28,شهرك غرب خ درختی,126,30,3,1,"شوفاژ,کولر,گاز",yes,yes,9000000000,آپارتمان
1401/04/01,نیروی دریائی كوی مینا,87,18,2,همكف,"شوفاژ,کولر,آسانسور,پکیج,گاز",,yes,3650000000,آپارتمان
1401/09/20,دركه میراسماعیلی,101,16,2,همكف,"شوفاژ,کولر,آسانسور,گاز",yes,,5555000000,آپارتمان
